original_isbn,img,price,url,provider
1595406557,https://lzd-img-global.slatic.net/g/p/2e1002f5402c83ca2d6b149f9108107c.jpg_200x200q80.jpg_.webp,50.38,https:////www.lazada.sg/products/the-merry-adventures-of-robin-hood-of-great-renown-in-nottinghamshire-by-howard-pyle-us-edition-hardcover-i2243304680.html,Lazada
1596912855,https://lzd-img-global.slatic.net/g/p/edc4069e9f68f30a5309a76d8336280d.jpg_200x200q80.jpg_.webp,21.28,https:////www.lazada.sg/products/austenland-a-novel-by-shannon-hale-uk-edition-paperback-i2231140853.html,Lazada
1597801577,https://lzd-img-global.slatic.net/g/p/6c9bc1e933586dfac2ccf625e756ac1b.jpg_200x200q80.jpg_.webp,30.34,https:////www.lazada.sg/products/milu-the-windup-girl-original-english-books-i2793701052.html,Lazada
1599900734,https://lzd-img-global.slatic.net/g/p/4b8c7b2ec035436341c566e5c8a6b73a.jpg_200x200q80.jpg_.webp,18.73,https:////www.lazada.sg/products/princess-academy-by-shannon-hale-us-edition-paperback-i2231339693.html,Lazada
1607066017,https://lzd-img-global.slatic.net/g/p/af44629101715758622fe1f73756b582.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-p1-p4-champion-in-english-vocabulary-primary-assessment-book-latest-2020-english-syllabus-i2877903082.html,Lazada
1609450787,https://lzd-img-global.slatic.net/g/p/7f02fc5587270fdac44d6e5e5d4ad98d.jpg_200x200q80.jpg_.webp,6.74,https:////www.lazada.sg/products/ammoonhigh-class-low-dust-yellow-rosin-colophony-transparent-rounded-for-bowed-string-musical-instrument-violin-viola-cello-erhu-i2437581368.html,Lazada
1616149981,https://lzd-img-global.slatic.net/g/p/a023b23e681c963938f9b0c5a1ce5f7d.jpg_200x200q80.jpg_.webp,77.18,https:////www.lazada.sg/products/russian-life-to-day-by-1853-herbert-bp-bury-us-edition-hardcover-i2241561097.html,Lazada
1617750255,https://lzd-img-global.slatic.net/g/p/ed972cc577ef23838dea9995a977cc6a.jpg_200x200q80.jpg_.webp,11.67,https:////www.lazada.sg/products/flags-around-the-world-ultimate-sticker-paperback-9780241283769-i2257497196.html,Lazada
1619630656,https://lzd-img-global.slatic.net/g/p/c92e8e641a538a9691c079339bd6313a.jpg_200x200q80.jpg_.webp,45.08,https:////www.lazada.sg/products/the-lost-heir-wings-of-fire-graphic-novel-2-volume-2-by-tui-t-sutherland-us-edition-hardcover-i2228214391.html,Lazada
1619636042,https://lzd-img-global.slatic.net/g/p/67589f4326f883aab1e68865198ec4c2.jpg_200x200q80.jpg_.webp,26.36,https:////www.lazada.sg/products/queen-of-fire-book-3-of-ravens-shadow-by-anthony-ryan-uk-edition-paperback-i2231139885.html,Lazada
1619636077,https://lzd-img-global.slatic.net/g/p/9d2602f97f282d46eadd7a0d24ad0fae.png_200x200q80.png_.webp,21.73,https:////www.lazada.sg/products/throneglass05-empire-of-storms-paperback-english-9781526635266-i3035493357.html,Lazada
1620610094,https://lzd-img-global.slatic.net/g/p/5c6d0924bf4f0a470e6ffaf46b64e195.jpg_200x200q80.jpg_.webp,18.16,https:////www.lazada.sg/products/the-opal-deception-artemis-fowl-book-4-by-eoin-colfer-us-edition-paperback-i2228064392.html,Lazada
1620610116,https://lzd-img-global.slatic.net/g/p/65fac491b4b800e7d0148198a013312b.jpg_200x200q80.jpg_.webp,20.35,https:////www.lazada.sg/products/onyx-lux-book-two-by-jennifer-l-armentrout-uk-edition-paperback-i2229274850.html,Lazada
1622660757,https://lzd-img-global.slatic.net/g/p/1f005983429b9be1972bb0cf007ac63d.jpg_200x200q80.jpg_.webp,34.90,https:////www.lazada.sg/products/sg-stock-wheres-wally-series-activity-books-english-original-paperback-edition-7-books-i2961806621.html,Lazada
1627792120,https://lzd-img-global.slatic.net/g/p/fb825933192b09dc1f3ef1c8f33df008.jpg_200x200q80.jpg_.webp,18.29,https:////www.lazada.sg/products/six-of-crows-01-i3031940286.html,Lazada
1781162646,https://lzd-img-global.slatic.net/g/p/b2e16c32ed47b83b2f3dbb87d608c915.jpg_200x200q80.jpg_.webp,36.48,https:////www.lazada.sg/products/joyland-illustrated-edition-by-stephen-king-uk-edition-paperback-i2225743676.html,Lazada
1841492051,https://lzd-img-global.slatic.net/g/p/1b0bdb4a646dca55998a7e3009fd0f4b.jpg_200x200q80.jpg_.webp,17.37,https:////www.lazada.sg/products/fighting-fantasy-shadow-of-the-giants-by-ian-livingstone-uk-edition-paperback-i2434093394.html,Lazada
1841492612,https://lzd-img-global.slatic.net/g/p/b89696285e911176507954954fc15b46.jpg_200x200q80.jpg_.webp,67.29,https:////www.lazada.sg/products/moskyaudio-new-multi-spring-reverb-guitar-bass-effect-pedal-reverb-four-models-with-true-bypass-i3041184684.html,Lazada
1841496863,https://lzd-img-global.slatic.net/g/p/36b6628b0c2ef2bf272595fd487b214b.jpg_200x200q80.jpg_.webp,504.00,https:////www.lazada.sg/products/aroma-tdx-16s-electronic-drum-kit-all-mesh-drum-pad-snare-dual-zone-i2562107066.html,Lazada
1841497126,https://lzd-img-global.slatic.net/g/p/1507f7a83c0116b7f68fd4d9aea28c82.jpg_200x200q80.jpg_.webp,28.56,https:////www.lazada.sg/products/the-reckoning-the-morland-dynasty-book-15-by-cynthia-harrod-eagles-uk-edition-paperback-i2239755749.html,Lazada
1841499889,https://lzd-img-global.slatic.net/g/p/ed972cc577ef23838dea9995a977cc6a.jpg_200x200q80.jpg_.webp,11.67,https:////www.lazada.sg/products/flags-around-the-world-ultimate-sticker-paperback-9780241283769-i2257497196.html,Lazada
184243022X,https://lzd-img-global.slatic.net/g/p/ec0720d27c42230027a8b5f33e0c0930.jpg_200x200q80.jpg_.webp,12.51,https:////www.lazada.sg/products/2000-stickers-dinosaurs-colouring-activity-book-for-kids-with-mazes-word-search-i2939534297.html,Lazada
1842430246,https://lzd-img-global.slatic.net/g/p/dfbfc2f6df24994a6ff1650d256ed85c.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/maths-top-the-class-qr-primary-5-6-assessment-book-i709948595.html,Lazada
1844082938,https://lzd-img-global.slatic.net/g/p/1d5709bb16ae29b64913122027a8f372.jpg_200x200q80.jpg_.webp,11.17,https:////www.lazada.sg/products/the-house-of-mirth-by-edith-wharton-dr-keith-carabine-janet-beer-uk-edition-paperback-i2231331515.html,Lazada
1857231511,https://lzd-img-global.slatic.net/g/p/bee6d9ad96eaf40d02708e8549fcd546.jpg_200x200q80.jpg_.webp,13.45,https:////www.lazada.sg/products/the-power-of-a-praying-r-wife-book-of-prayers-by-stormie-omartian-us-edition-paperback-i2173254347.html,Lazada
1857988094,https://lzd-img-global.slatic.net/g/p/c29dbb37c280a415c4a70a64b494deaf.jpg_200x200q80.jpg_.webp,28.12,https:////www.lazada.sg/products/doctor-who-i-am-the-master-legends-of-the-renegade-time-lord-by-peter-anghelides-uk-edition-hardcover-i2230803326.html,Lazada
1857988841,https://lzd-img-global.slatic.net/g/p/d5b605446c4345e6fe9414cd72789fa6.png_200x200q80.png_.webp,21.89,https:////www.lazada.sg/products/milu-the-sirens-of-titan-original-literary-novel-i2823726557.html,Lazada
1862301387,https://lzd-img-global.slatic.net/g/p/bf28658609e3018feb6807fc59900e24.jpg_200x200q80.jpg_.webp,20.07,https:////www.lazada.sg/products/mossflower-a-tale-from-redwall-by-brian-jacques-us-edition-paperback-i2903277390.html,Lazada
1891830430,https://lzd-img-global.slatic.net/g/p/8a557fb3064196725558c359c8cb3e28.jpg_200x200q80.jpg_.webp,28.01,https:////www.lazada.sg/products/a-blanket-of-butterflies-by-richard-van-camp-us-edition-paperback-i2228527445.html,Lazada
1903434777,https://lzd-img-global.slatic.net/g/p/f00c677098be4ad0d4aea95f98169c3c.jpg_200x200q80.jpg_.webp,18.80,https:////www.lazada.sg/products/sg-stock-geronimo-stilton-series-book-1-80-i2302483169.html,Lazada
1903436575,https://lzd-img-global.slatic.net/g/p/30b9e493c2920913f9280c8748262117.jpg_200x200q80.jpg_.webp,15.90,https:////www.lazada.sg/products/english-practice-package-p1-p6-assessment-book-i2604208523.html,Lazada
1907411054,https://lzd-img-global.slatic.net/g/ff/kf/Sffdc434b7c454b429ad7e8e25c00aa08N.jpg_200x200q80.jpg_.webp,11.30,https:////www.lazada.sg/products/the-green-grass-time-under-the-clear-sky-original-a5-journal-book-student-notebook-book-exquisite-minimalist-ins-creative-diary-book-i2944562753.html,Lazada
192123092,https://lzd-img-global.slatic.net/g/p/372781601f9500ac633c8c5f2bcaf40a.jpg_200x200q80.jpg_.webp,12.72,https:////www.lazada.sg/products/the-memoirs-of-sherlock-holmes-macmillan-collectors-library-i1680048916.html,Lazada
1922182109,https://lzd-img-global.slatic.net/g/p/556243f512b460762b8fa9d946bb64aa.jpg_200x200q80.jpg_.webp,869.00,https:////www.lazada.sg/products/yamaha-dtx452k-electronic-drum-set-with-smooth-reaction-and-real-feel-i2376900034.html,Lazada
192750968,https://lzd-img-global.slatic.net/g/p/292b5d15279a440a50cec30a1f25ebd2.jpg_200x200q80.jpg_.webp,46.48,https:////www.lazada.sg/products/the-ramona-collection-vol-1-beezus-and-ramona-ramona-the-pest-ramona-th-by-beverly-cleary-us-edition-paperback-i2228167870.html,Lazada
192750976,https://lzd-img-global.slatic.net/g/p/292b5d15279a440a50cec30a1f25ebd2.jpg_200x200q80.jpg_.webp,46.48,https:////www.lazada.sg/products/the-ramona-collection-vol-1-beezus-and-ramona-ramona-the-pest-ramona-th-by-beverly-cleary-us-edition-paperback-i2228167870.html,Lazada
192839993,https://lzd-img-global.slatic.net/g/p/af2a6dd6134e7e650ae2e76dcd9c224e.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/dubliners-by-james-joyce-us-edition-paperback-i2242445957.html,Lazada
192840509,https://lzd-img-global.slatic.net/g/p/ed972cc577ef23838dea9995a977cc6a.jpg_200x200q80.jpg_.webp,11.67,https:////www.lazada.sg/products/flags-around-the-world-ultimate-sticker-paperback-9780241283769-i2257497196.html,Lazada
1932416641,https://lzd-img-global.slatic.net/g/p/cbbf88ca94bee18f192d2b960360c79f.jpg_200x200q80.jpg_.webp,8.90,https:////www.lazada.sg/products/primary-maths-handbook-2-i1952415072.html,Lazada
1934781630,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
193700788X,https://lzd-img-global.slatic.net/g/p/5808f17d20b38ace36ba724d13b9b6de.jpg_200x200q80.jpg_.webp,19.80,https:////www.lazada.sg/products/dead-ever-after-by-charlaine-harris-us-edition-paperback-i2230409219.html,Lazada
1937044963,https://lzd-img-global.slatic.net/g/p/ed972cc577ef23838dea9995a977cc6a.jpg_200x200q80.jpg_.webp,11.67,https:////www.lazada.sg/products/flags-around-the-world-ultimate-sticker-paperback-9780241283769-i2257497196.html,Lazada
205313426,https://lzd-img-global.slatic.net/g/p/8efee8560d303b22bfc0a8b8953f203f.jpg_200x200q80.jpg_.webp,14.00,https:////www.lazada.sg/products/pre-order-paperback-elements-of-style-the-pearson-new-international-edition-edition-4-9781292026640-paperback-i849512637.html,Lazada
224064908,https://lzd-img-global.slatic.net/g/p/089ed91c250ef4c952f43aa77c0ad7ef.jpg_200x200q80.jpg_.webp,21.18,https:////www.lazada.sg/products/georges-marvellous-medicine-by-roald-dahl-quentin-blake-uk-edition-paperback-i2239406898.html,Lazada
224081187,https://lzd-img-global.slatic.net/g/p/0c2f956bb51ae9b634585687f1a8937a.jpg_200x200q80.jpg_.webp,23.41,https:////www.lazada.sg/products/milu-on-chesil-beach-original-english-books-i2980797874.html,Lazada
224085611,https://lzd-img-global.slatic.net/g/p/a83f0bdbb96003b67f079c559bdd3326.jpg_200x200q80.jpg_.webp,32.22,https:////www.lazada.sg/products/her-fearful-symmetry-by-audrey-niffenegger-us-edition-paperback-i2240783382.html,Lazada
2266047426,https://lzd-img-global.slatic.net/g/p/0f9e6194be2b24986124252fa5b8d994.jpg_200x200q80.jpg_.webp,29.92,https:////www.lazada.sg/products/dolores-claiborne-by-stephen-king-us-edition-paperback-i2238546941.html,Lazada
307021343,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
307263991,https://lzd-img-global.slatic.net/g/p/aeb1cb8dd945bf3fea02feed7e0ac80f.jpg_200x200q80.jpg_.webp,35.30,https:////www.lazada.sg/products/milu-swamplandia-vintage-contemporaries-new-york-times-bestseller-karen-russell-original-english-books-i2995466671.html,Lazada
307265749,https://lzd-img-global.slatic.net/g/p/6a2dbd29f6605f64245bf4345c07be8e.jpg_200x200q80.jpg_.webp,27.48,https:////www.lazada.sg/products/the-lowland-by-jhumpa-lahiri-us-edition-paperback-i2238789865.html,Lazada
307408868,https://lzd-img-global.slatic.net/g/p/ed972cc577ef23838dea9995a977cc6a.jpg_200x200q80.jpg_.webp,11.67,https:////www.lazada.sg/products/flags-around-the-world-ultimate-sticker-paperback-9780241283769-i2257497196.html,Lazada
307932230,https://lzd-img-global.slatic.net/g/p/cd37e3bcbe8ad7d47c55834ebfa19b03.jpg_200x200q80.jpg_.webp,21.34,https:////www.lazada.sg/products/smokin-seventeen-a-witty-mystery-full-of-laughs-lust-and-high-stakes-susp-by-janet-evanovich-uk-edition-paperback-i2229203996.html,Lazada
307959856,https://lzd-img-global.slatic.net/g/p/e9b6aedf1d0ea07945ecb63f65cdf8d8.jpg_200x200q80.jpg_.webp,34.00,https:////www.lazada.sg/products/original-english-death-comes-to-pemberley-mti-i2891279500.html,Lazada
312181108,https://lzd-img-global.slatic.net/g/p/6ceea937e9aabb1540210fe93460a15c.jpg_200x200q80.jpg_.webp,21.35,https:////www.lazada.sg/products/i-capture-the-castle-by-dodie-smith-uk-edition-paperback-i2231484017.html,Lazada
312199430,https://lzd-img-global.slatic.net/g/p/d3c5ed44a51ed95d1fe8b3b7206c6b62.jpg_200x200q80.jpg_.webp,33.32,https:////www.lazada.sg/products/one-thousand-white-women-the-journals-of-may-dodd-by-jim-fergus-us-edition-paperback-i2238832684.html,Lazada
312270828,https://lzd-img-global.slatic.net/g/p/1784f3a807bddf74a6790edbeb00852c.jpg_200x200q80.jpg_.webp,17.00,https:////www.lazada.sg/products/the-satanic-verses-salman-rusdhie-i2873889686.html,Lazada
312304358,https://lzd-img-global.slatic.net/g/p/c6f12ab947cf29e8d4c58ec949bffb5d.jpg_200x200q80.jpg_.webp,33.82,https:////www.lazada.sg/products/molokai-by-alan-brennert-us-edition-paperback-i2231280101.html,Lazada
312330863,https://lzd-img-global.slatic.net/g/p/2250dfd50247a9cc328c1e0e5be369d2.jpg_200x200q80.jpg_.webp,27.01,https:////www.lazada.sg/products/milu-all-things-bright-and-beautiful-original-english-books-i2800947100.html,Lazada
312349486,https://lzd-img-global.slatic.net/g/p/7870ff5839ca9ab333ab0cd658a2e97e.jpg_200x200q80.jpg_.webp,17.12,https:////www.lazada.sg/products/twelve-sharp-by-janet-evanovich-us-edition-paperback-i2238922052.html,Lazada
312349491,https://lzd-img-global.slatic.net/g/p/5648e2ca7fbd4fae81ef96c1d45e9214.jpg_200x200q80.jpg_.webp,8.65,https:////www.lazada.sg/products/aguyu-the-lean-startuphow-constant-innovation-creates-radically-successful-businesses-by-eric-ries-i2870015816.html,Lazada
312364121,https://lzd-img-global.slatic.net/g/p/f20a5dc986d17386bef5127a7214f09a.jpg_200x200q80.jpg_.webp,55.54,https:////www.lazada.sg/products/the-task-books-iii-and-iv-the-garden-and-the-winter-evening-with-notes-q-by-william-cowper-us-edition-hardcover-i2242490605.html,Lazada
312364423,https://lzd-img-global.slatic.net/g/p/837bd112deaba7ef85bc20a58972ab53.jpg_200x200q80.jpg_.webp,31.87,https:////www.lazada.sg/products/night-road-original-novel-night-road-kristin-hannah-original-english-book-i1718492423.html,Lazada
312367481,https://lzd-img-global.slatic.net/g/p/d85fb268867cc7dafca82e04f6848724.jpg_200x200q80.jpg_.webp,17.25,https:////www.lazada.sg/products/tikki-tikki-tembo-by-arlene-mosel-us-edition-paperback-i2238935022.html,Lazada
312383282,https://lzd-img-global.slatic.net/g/p/6c55e9feeae7d424c7b7266ec6a0ae31.jpg_200x200q80.jpg_.webp,25.14,https:////www.lazada.sg/products/fearless-fourteen-finger-lickin-fifteen-two-novels-in-one-by-janet-evanovich-us-edition-paperback-i2229496624.html,Lazada
312423799,https://lzd-img-global.slatic.net/g/p/6227a57b1d43d593f2414a454e1dbdac.png_200x200q80.png_.webp,6.95,https:////www.lazada.sg/products/new-a-level-yearly-edition-past-examination-papers-2014-2023-past-examination-pre-university-level-examination-books-sap-i2657865706.html,Lazada
312554168,https://lzd-img-global.slatic.net/g/p/49d0260196da5636b88e70024d366da3.jpg_200x200q80.jpg_.webp,31.72,https:////www.lazada.sg/products/the-heart-of-the-matter-penguin-classics-deluxe-edition-by-graham-greene-us-edition-paperback-i2239603422.html,Lazada
312554192,https://lzd-img-global.slatic.net/g/p/a793c56ea041f2ad7cf6815278a2bb94.jpg_200x200q80.jpg_.webp,31.66,https:////www.lazada.sg/products/where-we-belong-by-emily-giffin-us-edition-paperback-i2238700127.html,Lazada
312642989,https://lzd-img-global.slatic.net/g/p/edb128d3fad666ecdbed9d314ae3cdb9.jpg_200x200q80.jpg_.webp,19.20,https:////www.lazada.sg/products/this-winter-by-alice-oseman-uk-edition-paperback-i2228287158.html,Lazada
312650248,https://lzd-img-global.slatic.net/g/p/067ebcd6741a3abb2a6cee4b9004a106.jpg_200x200q80.jpg_.webp,20.16,https:////www.lazada.sg/products/awakened-number-8-in-series-by-kristin-cast-uk-edition-paperback-i2231241574.html,Lazada
312857063,https://lzd-img-global.slatic.net/g/p/ec0720d27c42230027a8b5f33e0c0930.jpg_200x200q80.jpg_.webp,12.51,https:////www.lazada.sg/products/2000-stickers-dinosaurs-colouring-activity-book-for-kids-with-mazes-word-search-i2939534297.html,Lazada
312864590,https://lzd-img-global.slatic.net/g/p/181d7d246dc30ebeb1f0de53d0d962e2.jpg_200x200q80.jpg_.webp,22.36,https:////www.lazada.sg/products/crossroads-of-twilight-book-ten-of-the-wheel-of-time-by-robert-jordan-us-edition-paperback-i2229489674.html,Lazada
312936222,https://lzd-img-global.slatic.net/g/p/ddb1fcb3995b336a8cb917b7795b5b73.jpg_200x200q80.jpg_.webp,24.58,https:////www.lazada.sg/products/ten-big-ones-eleven-on-top-two-novels-in-one-by-janet-evanovich-us-edition-paperback-i2229495631.html,Lazada
312948557,https://lzd-img-global.slatic.net/g/p/ed0a73e57ad698d72962c597e8e39e86.jpg_200x200q80.jpg_.webp,31.96,https:////www.lazada.sg/products/joy-at-work-organizing-your-professional-life-by-marie-kondo-scott-sonenshein-uk-edition-paperback-i2064167438.html,Lazada
312966970,https://lzd-img-global.slatic.net/g/p/b38321f7c8de618b772e680cefacd87d.jpg_200x200q80.jpg_.webp,35.85,https:////www.lazada.sg/products/four-to-score-by-janet-evanovich-us-edition-paperback-i2238607795.html,Lazada
312976275,https://lzd-img-global.slatic.net/g/p/f1aeb8832e4c79656dc3549aa7e6e225.png_200x200q80.png_.webp,353.68,https:////www.lazada.sg/products/raindance-writers-lab-write-sell-the-hot-screenplay-hardcover-english-9781138466340-i2719727776.html,Lazada
312980140,https://lzd-img-global.slatic.net/g/p/d1bf0a205fe9fab6621ceba32ba39a3f.jpg_200x200q80.jpg_.webp,14.29,https:////www.lazada.sg/products/peep-inside-pop-up-fairy-tales-snow-white-and-the-seven-dwarfs-board-book-kids-english-picture-story-book-for-toddlers-baby-child-bedtime-reading-gifts-i2135748183.html,Lazada
312983867,https://lzd-img-global.slatic.net/g/p/8c7d91fd0cc1a2d136e9161bbfcb3ba6.jpg_200x200q80.jpg_.webp,59.43,https:////www.lazada.sg/products/moleskine-classic-notebook-hard-cover-medium-size-black-plain-qp052-i2940051799.html,Lazada
312985347,https://lzd-img-global.slatic.net/g/p/edf3aec7acac2b54f7ae3f2f857cec18.jpg_200x200q80.jpg_.webp,22.80,https:////www.lazada.sg/products/ditty-bird-music-book-children-book-baby-book-audio-sound-book-abc-song-baby-shark-wheels-on-the-bus-toddler-kids-tot-ba-i1016290795.html,Lazada
312986343,https://lzd-img-global.slatic.net/g/p/6f23f1b399c321d314ebed6ac013e78e.jpg_200x200q80.jpg_.webp,8.84,https:////www.lazada.sg/products/milu-first-100-wordsboard-book-english-vocabulary-dictionary-for-babys-enlightenment-reading-i835332907.html,Lazada
312995059,https://lzd-img-global.slatic.net/g/p/b045b9da8f56c42bb363aa5539681fe4.png_200x200q80.png_.webp,9.48,https:////www.lazada.sg/products/kane-and-abel-paperback-english-9781529015256-i2814488800.html,Lazada
316010707,https://lzd-img-global.slatic.net/g/p/f45120569359668a2d1317645b9ed184.jpg_200x200q80.jpg_.webp,30.82,https:////www.lazada.sg/products/three-case-histories-by-sigmund-freud-us-edition-paperback-i2239325781.html,Lazada
316033650,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
316038393,https://lzd-img-global.slatic.net/g/p/1d131ea0d3d85f8925cd90dd40bb8e35.jpg_200x200q80.jpg_.webp,12.50,https:////www.lazada.sg/products/maths-top-the-class-term-semestral-papers-p5-p6-assessment-book-i2820238938.html,Lazada
316056634,https://lzd-img-global.slatic.net/g/p/1b25c7b8a542bbaf928658f11462c500.jpg_200x200q80.jpg_.webp,27.10,https:////www.lazada.sg/products/paranormal-agency-the-soulless-by-sophia-alexandra-us-edition-paperback-i2240166329.html,Lazada
316057770,https://lzd-img-global.slatic.net/g/p/52fa07604364678e759d082104c9361a.jpg_200x200q80.jpg_.webp,35.38,https:////www.lazada.sg/products/the-mysterious-benedict-society-and-the-riddle-of-ages-by-trenton-lee-stewart-manu-montoya-us-edition-hardcover-i2047774722.html,Lazada
316074314,https://lzd-img-global.slatic.net/g/p/ed972cc577ef23838dea9995a977cc6a.jpg_200x200q80.jpg_.webp,11.67,https:////www.lazada.sg/products/flags-around-the-world-ultimate-sticker-paperback-9780241283769-i2257497196.html,Lazada
316075558,https://lzd-img-global.slatic.net/g/p/74c66b72172d21dfc372db0174870eb6.jpg_200x200q80.jpg_.webp,7.96,https:////www.lazada.sg/products/1pc-lazy-creative-periscope-horizontal-reading-books-glasses-sit-glasses-on-bed-lie-down-view-tv-myopia-usable-prism-spectacles-i2900364354.html,Lazada
316077054,https://lzd-img-global.slatic.net/g/p/33b36b95fcefa06e728c101fcdea4ff6.jpg_200x200q80.jpg_.webp,21.37,https:////www.lazada.sg/products/beautiful-darkness-book-2-by-kami-garcia-uk-edition-paperback-i2228341612.html,Lazada
316078573,https://lzd-img-global.slatic.net/g/p/a1cd385335c699c21b3d01f38ebf58a4.jpg_200x200q80.jpg_.webp,14.95,https:////www.lazada.sg/products/what-the-dog-sawand-other-adventures-i2659034856.html,Lazada
316123528,https://lzd-img-global.slatic.net/g/p/0e66d7a0a3baad09b5be22ac46fec647.jpg_200x200q80.jpg_.webp,21.34,https:////www.lazada.sg/products/beautiful-chaos-book-3-by-margaret-stohl-uk-edition-paperback-i2228294766.html,Lazada
316126691,https://lzd-img-global.slatic.net/g/p/3e4ffe3d0fcf6b06c27696dea835bdfa.jpg_200x200q80.jpg_.webp,50.49,https:////www.lazada.sg/products/the-field-of-cultural-production-essays-on-art-and-literature-by-pierre-bourdieu-uk-edition-paperback-i2226525553.html,Lazada
316154695,https://lzd-img-global.slatic.net/g/p/c3ae41df1cfd5e58e1a8b6956e6b9548.jpg_200x200q80.jpg_.webp,25.96,https:////www.lazada.sg/products/milu-let-s-explore-diabetes-with-owls-original-english-books-i2980956279.html,Lazada
316155594,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
316155608,https://lzd-img-global.slatic.net/g/p/345c1e4ec4e81e56b24464782f19cf8f.jpg_200x200q80.jpg_.webp,12.15,https:////www.lazada.sg/products/the-ghost-of-the-underground-by-geronimo-stilton-uk-edition-paperback-i2228665564.html,Lazada
316175676,https://lzd-img-global.slatic.net/g/p/04775ef3b7d83b315c6e9ea35d7c1ac3.jpg_200x200q80.jpg_.webp,30.75,https:////www.lazada.sg/products/the-snow-child-by-eowyn-ivey-us-edition-paperback-i2230217068.html,Lazada
316184136,https://lzd-img-global.slatic.net/g/p/dfbfc2f6df24994a6ff1650d256ed85c.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/maths-top-the-class-qr-primary-5-6-assessment-book-i709948595.html,Lazada
316349933,https://lzd-img-global.slatic.net/g/p/575136d4506820cf52483cab17e16c2d.jpg_200x200q80.jpg_.webp,23.31,https:////www.lazada.sg/products/career-of-evil-cormoran-strike-book-3-by-robert-galbraith-uk-edition-paperback-i2229709432.html,Lazada
316601950,https://lzd-img-global.slatic.net/g/p/0e3ee8bfb9ba00e39d00fa6e616f2e0e.jpg_200x200q80.jpg_.webp,46.36,https:////www.lazada.sg/products/the-pilots-wife-by-anita-shreve-us-edition-hardcover-i2238862550.html,Lazada
316779423,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
316921173,https://lzd-img-global.slatic.net/g/p/8ffaf9ba0abf082ccc9ece3aea613b4d.jpg_200x200q80.jpg_.webp,31.49,https:////www.lazada.sg/products/infinite-jest-by-david-foster-wallace-uk-edition-paperback-i2170279433.html,Lazada
316926345,https://lzd-img-global.slatic.net/g/p/be2b174be06dbf92fa4082a771c6d218.jpg_200x200q80.jpg_.webp,22.59,https:////www.lazada.sg/products/brideshead-revisited-the-sacred-and-profane-memories-of-captain-charles-ryder-by-evelyn-waugh-uk-edition-paperback-i2864287461.html,Lazada
316952664,https://lzd-img-global.slatic.net/g/p/d24ce72746154562dc132dbee3026749.jpg_200x200q80.jpg_.webp,160.51,https:////www.lazada.sg/products/the-divine-wind-japans-kamikaze-force-in-world-war-ii-by-masataka-chihaya-us-edition-hardcover-i2241021966.html,Lazada
330371231,https://lzd-img-global.slatic.net/g/p/f8ae07b30fad21474fa48b76d2259bd6.jpg_200x200q80.jpg_.webp,17.90,https:////www.lazada.sg/products/score-high-in-composition-writing-primary-56-book-1-i3004459536.html,Lazada
330419641,https://lzd-img-global.slatic.net/g/p/07e38479175e0689bfca3f473eabadf2.jpg_200x200q80.jpg_.webp,29.75,https:////www.lazada.sg/products/beading-for-the-absolute-beginner-by-jean-power-uk-edition-paperback-i2225733458.html,Lazada
330448447,https://lzd-img-global.slatic.net/g/p/ccd79f914af84c8f0a144c88dee356a3.jpg_200x200q80.jpg_.webp,12.90,https:////www.lazada.sg/products/complete-mathematics-essentials-p2-p6-foundation-non-foundation-assessment-book-primary-assessment-book-i1203022949.html,Lazada
330491237,https://lzd-img-global.slatic.net/g/p/a2cd8e1e9a6806c3167450daa3e1bf8d.jpg_200x200q80.jpg_.webp,15.17,https:////www.lazada.sg/products/so-long-and-thanks-for-all-the-fish-by-douglas-adams-us-edition-paperback-i2238967068.html,Lazada
